date,areaName,newCasesByPublishDate,cumCasesByPublishDate,newAdmissions,cumAdmissions,hospitalCases,covidOccupiedMVBeds,newTestsByPublishDate,cumTestsByPublishDate,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate,cumPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate
2020-07-10,Scotland,18.0,18333.0,3.0,6084.0,337.0,12.0,9300.0,501937.0,0.0,2490.0,45.6,0.0,2548.0,46.6,,
2020-07-11,Scotland,7.0,18340.0,4.0,6088.0,323.0,6.0,11441.0,513378.0,0.0,2490.0,45.6,0.0,2548.0,46.6,,
2020-07-12,Scotland,19.0,18359.0,1.0,6089.0,330.0,6.0,4473.0,517851.0,0.0,2490.0,45.6,0.0,2548.0,46.6,,
2020-07-13,Scotland,6.0,18365.0,1.0,6090.0,335.0,6.0,4908.0,522759.0,0.0,2490.0,45.6,0.0,2548.0,46.6,,
2020-07-14,Scotland,3.0,18368.0,3.0,6093.0,327.0,12.0,6837.0,529597.0,0.0,2490.0,45.6,0.0,2548.0,46.6,,
2020-07-15,Scotland,5.0,18373.0,1.0,6094.0,329.0,6.0,7311.0,536907.0,0.0,2490.0,45.6,0.0,2548.0,46.6,,
2020-07-16,Scotland,11.0,18384.0,4.0,6098.0,320.0,6.0,14656.0,551563.0,1.0,2491.0,45.6,0.0,2548.0,46.6,,
2020-07-17,Scotland,17.0,18401.0,2.0,6100.0,316.0,9.0,16547.0,568110.0,0.0,2491.0,45.6,0.0,2548.0,46.6,,
2020-07-18,Scotland,21.0,18422.0,1.0,6101.0,305.0,8.0,12137.0,580247.0,0.0,2491.0,45.6,0.0,2548.0,46.6,,
2020-07-19,Scotland,23.0,18445.0,2.0,6103.0,302.0,4.0,4106.0,584353.0,0.0,2491.0,45.6,0.0,2548.0,46.6,,
2020-07-20,Scotland,7.0,18452.0,1.0,6104.0,299.0,10.0,6128.0,590481.0,0.0,2491.0,45.6,0.0,2548.0,46.6,,
2020-07-21,Scotland,22.0,18474.0,2.0,6106.0,303.0,20.0,9720.0,600201.0,0.0,2491.0,45.6,0.0,2548.0,46.6,,
2020-07-22,Scotland,10.0,18484.0,2.0,6108.0,295.0,3.0,11570.0,611771.0,0.0,2491.0,45.6,0.0,2548.0,46.6,,
2020-07-23,Scotland,16.0,18500.0,6.0,6114.0,287.0,2.0,16338.0,628109.0,0.0,2491.0,45.6,0.0,2548.0,46.6,,
2020-07-24,Scotland,20.0,18520.0,1.0,6115.0,278.0,2.0,14774.0,642883.0,0.0,2491.0,45.6,0.0,2548.0,46.6,,
2020-07-25,Scotland,27.0,18547.0,4.0,6119.0,270.0,2.0,9106.0,651989.0,0.0,2491.0,45.6,1.0,2549.0,46.6,,
2020-07-26,Scotland,4.0,18551.0,0.0,6119.0,267.0,2.0,4315.0,656304.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-07-27,Scotland,3.0,18554.0,6.0,6125.0,270.0,2.0,6690.0,662994.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-07-28,Scotland,4.0,18558.0,0.0,6125.0,264.0,2.0,9560.0,672554.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-07-29,Scotland,22.0,18580.0,3.0,6128.0,260.0,2.0,13208.0,685762.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-07-30,Scotland,17.0,18597.0,4.0,6132.0,260.0,2.0,15307.0,701069.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-07-31,Scotland,30.0,18627.0,5.0,6137.0,255.0,4.0,15382.0,716451.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-01,Scotland,18.0,18645.0,1.0,6138.0,260.0,3.0,8243.0,724694.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-02,Scotland,31.0,18676.0,2.0,6140.0,265.0,3.0,6678.0,731372.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-03,Scotland,18.0,18694.0,3.0,6143.0,265.0,3.0,5879.0,737251.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-04,Scotland,23.0,18717.0,6.0,6149.0,270.0,3.0,11780.0,749031.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-05,Scotland,64.0,18781.0,7.0,6156.0,267.0,3.0,15918.0,764949.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-06,Scotland,66.0,18847.0,2.0,6158.0,270.0,4.0,13257.0,778206.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-07,Scotland,43.0,18890.0,4.0,6162.0,262.0,4.0,14637.0,792843.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-08,Scotland,60.0,18950.0,3.0,6165.0,261.0,3.0,12291.0,805134.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-09,Scotland,48.0,18998.0,2.0,6167.0,261.0,3.0,10319.0,815453.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-10,Scotland,29.0,19027.0,8.0,6175.0,267.0,3.0,9585.0,825038.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-11,Scotland,52.0,19079.0,3.0,6178.0,269.0,3.0,11878.0,836916.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-12,Scotland,47.0,19126.0,4.0,6182.0,265.0,3.0,12527.0,849443.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-13,Scotland,47.0,19173.0,3.0,6185.0,258.0,3.0,13991.0,863434.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-14,Scotland,65.0,19238.0,8.0,6193.0,253.0,3.0,15323.0,878757.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-15,Scotland,51.0,19289.0,7.0,6200.0,244.0,3.0,11365.0,890122.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-16,Scotland,43.0,19332.0,3.0,6203.0,243.0,3.0,10204.0,900326.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-17,Scotland,26.0,19358.0,9.0,6212.0,248.0,3.0,11549.0,911875.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-18,Scotland,49.0,19407.0,7.0,6219.0,254.0,3.0,10618.0,922493.0,0.0,2491.0,45.6,0.0,2549.0,46.6,,
2020-08-19,Scotland,50.0,19457.0,8.0,6227.0,247.0,2.0,16901.0,939394.0,1.0,2492.0,45.6,1.0,2550.0,46.7,,
2020-08-20,Scotland,77.0,19534.0,8.0,6235.0,248.0,2.0,15319.0,954713.0,0.0,2492.0,45.6,0.0,2550.0,46.7,,
2020-08-21,Scotland,71.0,19605.0,4.0,6239.0,253.0,2.0,15096.0,969809.0,0.0,2492.0,45.6,0.0,2550.0,46.7,,
2020-08-22,Scotland,123.0,19728.0,6.0,6245.0,246.0,2.0,18794.0,988603.0,0.0,2492.0,45.6,1.0,2551.0,46.7,,
2020-08-23,Scotland,83.0,19811.0,2.0,6247.0,245.0,2.0,12438.0,1001041.0,0.0,2492.0,45.6,1.0,2552.0,46.7,,
2020-08-24,Scotland,66.0,19877.0,10.0,6257.0,248.0,1.0,16909.0,1017950.0,0.0,2492.0,45.6,0.0,2552.0,46.7,,
2020-08-25,Scotland,44.0,19921.0,11.0,6268.0,243.0,1.0,22140.0,1040090.0,0.0,2492.0,45.6,0.0,2552.0,46.7,,
2020-08-26,Scotland,67.0,19988.0,12.0,6280.0,249.0,2.0,24255.0,1068890.0,2.0,2494.0,45.6,0.0,2552.0,46.7,,
2020-08-27,Scotland,68.0,20056.0,11.0,6291.0,257.0,2.0,15654.0,1079999.0,0.0,2494.0,45.6,0.0,2552.0,46.7,,
2020-08-28,Scotland,51.0,20107.0,5.0,6296.0,255.0,3.0,21112.0,1101111.0,0.0,2494.0,45.6,1.0,2553.0,46.7,,
2020-08-29,Scotland,88.0,20195.0,4.0,6300.0,258.0,5.0,26786.0,1127897.0,0.0,2494.0,45.6,0.0,2553.0,46.7,,
2020-08-30,Scotland,123.0,20318.0,3.0,6303.0,251.0,5.0,26318.0,1154215.0,0.0,2494.0,45.6,0.0,2553.0,46.7,,
2020-08-31,Scotland,160.0,20478.0,4.0,6307.0,258.0,5.0,21798.0,1176013.0,0.0,2494.0,45.6,0.0,2553.0,46.7,,
2020-09-01,Scotland,154.0,20632.0,4.0,6311.0,264.0,6.0,27246.0,1203259.0,0.0,2494.0,45.6,0.0,2553.0,46.7,,
2020-09-02,Scotland,156.0,20788.0,9.0,6320.0,258.0,5.0,20558.0,1223817.0,1.0,2495.0,45.6,1.0,2554.0,46.7,,
2020-09-03,Scotland,101.0,20889.0,5.0,6325.0,259.0,4.0,18266.0,1242083.0,1.0,2496.0,45.7,1.0,2555.0,46.7,,
2020-09-04,Scotland,159.0,21048.0,17.0,6342.0,258.0,4.0,15618.0,1257701.0,0.0,2496.0,45.7,1.0,2556.0,46.8,,
2020-09-05,Scotland,141.0,21189.0,9.0,6351.0,251.0,4.0,18418.0,1276119.0,0.0,2496.0,45.7,0.0,2556.0,46.8,,
2020-09-06,Scotland,208.0,21397.0,8.0,6359.0,244.0,4.0,12203.0,1288322.0,0.0,2496.0,45.7,0.0,2556.0,46.8,,
2020-09-07,Scotland,146.0,21543.0,17.0,6376.0,256.0,5.0,19630.0,1307952.0,0.0,2496.0,45.7,0.0,2556.0,46.8,,
2020-09-08,Scotland,176.0,21719.0,15.0,6391.0,267.0,6.0,14341.0,1322293.0,3.0,2499.0,45.7,0.0,2556.0,46.8,,
2020-09-09,Scotland,159.0,21878.0,9.0,6400.0,274.0,6.0,17012.0,1339305.0,0.0,2499.0,45.7,0.0,2556.0,46.8,,
2020-09-10,Scotland,161.0,22039.0,21.0,6421.0,266.0,7.0,12703.0,1352008.0,0.0,2499.0,45.7,0.0,2556.0,46.8,,
2020-09-11,Scotland,175.0,22214.0,20.0,6441.0,45.0,6.0,18240.0,1370248.0,0.0,2499.0,45.7,0.0,2556.0,46.8,,
2020-09-12,Scotland,221.0,22435.0,17.0,6458.0,42.0,7.0,18303.0,1388551.0,0.0,2499.0,45.7,0.0,2556.0,46.8,,
2020-09-13,Scotland,244.0,22679.0,12.0,6470.0,45.0,6.0,12402.0,1400953.0,0.0,2499.0,45.7,1.0,2557.0,46.8,,
2020-09-14,Scotland,70.0,22749.0,20.0,6490.0,51.0,6.0,17074.0,1418027.0,0.0,2499.0,45.7,3.0,2560.0,46.8,,
2020-09-15,Scotland,267.0,23016.0,21.0,6511.0,48.0,6.0,12696.0,1430723.0,1.0,2500.0,45.7,0.0,2560.0,46.8,,
2020-09-16,Scotland,267.0,23283.0,35.0,6546.0,51.0,6.0,18583.0,1449306.0,1.0,2501.0,45.8,0.0,2560.0,46.8,,
2020-09-17,Scotland,290.0,23573.0,21.0,6567.0,52.0,5.0,17289.0,1466595.0,0.0,2501.0,45.8,1.0,2561.0,46.9,,
2020-09-18,Scotland,203.0,23776.0,14.0,6581.0,61.0,5.0,24080.0,1490675.0,1.0,2502.0,45.8,2.0,2563.0,46.9,,
2020-09-19,Scotland,350.0,24126.0,19.0,6600.0,64.0,9.0,14893.0,1505568.0,3.0,2505.0,45.8,0.0,2563.0,46.9,,
2020-09-20,Scotland,245.0,24371.0,19.0,6619.0,63.0,9.0,12293.0,1517861.0,0.0,2505.0,45.8,3.0,2566.0,46.9,,
2020-09-21,Scotland,255.0,24626.0,28.0,6647.0,73.0,8.0,12497.0,1530358.0,0.0,2505.0,45.8,2.0,2568.0,47.0,,
2020-09-22,Scotland,383.0,25009.0,33.0,6680.0,73.0,10.0,11956.0,1542314.0,1.0,2506.0,45.8,2.0,2570.0,47.0,,
2020-09-23,Scotland,486.0,25495.0,29.0,6709.0,83.0,10.0,15362.0,1557676.0,2.0,2508.0,45.9,2.0,2572.0,47.1,,
2020-09-24,Scotland,465.0,25960.0,35.0,6744.0,85.0,10.0,16724.0,1574400.0,2.0,2510.0,45.9,2.0,2574.0,47.1,,
2020-09-25,Scotland,558.0,26518.0,35.0,6779.0,89.0,11.0,17518.0,1591918.0,1.0,2511.0,45.9,1.0,2575.0,47.1,,
2020-09-26,Scotland,714.0,27232.0,34.0,6813.0,99.0,11.0,17759.0,1609677.0,0.0,2511.0,45.9,2.0,2577.0,47.1,,
2020-09-27,Scotland,344.0,27576.0,35.0,6848.0,105.0,12.0,12965.0,1622642.0,1.0,2512.0,46.0,2.0,2579.0,47.2,,
2020-09-28,Scotland,222.0,27798.0,45.0,6893.0,122.0,16.0,13111.0,1635753.0,0.0,2512.0,46.0,3.0,2582.0,47.2,,
2020-09-29,Scotland,806.0,28604.0,33.0,6926.0,123.0,16.0,15629.0,1651382.0,0.0,2512.0,46.0,1.0,2583.0,47.3,,
2020-09-30,Scotland,640.0,29244.0,47.0,6973.0,137.0,15.0,14316.0,1665698.0,7.0,2519.0,46.1,4.0,2587.0,47.3,,
2020-10-01,Scotland,668.0,29912.0,64.0,7037.0,154.0,17.0,17785.0,1683483.0,3.0,2522.0,46.1,5.0,2592.0,47.4,,
2020-10-02,Scotland,775.0,30687.0,54.0,7091.0,175.0,19.0,22144.0,1705627.0,4.0,2526.0,46.2,1.0,2593.0,47.4,,
2020-10-03,Scotland,764.0,31451.0,46.0,7137.0,191.0,23.0,14094.0,1719721.0,4.0,2530.0,46.3,3.0,2596.0,47.5,,
2020-10-04,Scotland,758.0,32209.0,47.0,7184.0,210.0,22.0,15140.0,1734861.0,0.0,2530.0,46.3,3.0,2599.0,47.5,,
2020-10-05,Scotland,697.0,32906.0,73.0,7257.0,218.0,22.0,13992.0,1748853.0,0.0,2530.0,46.3,2.0,2601.0,47.6,,
2020-10-06,Scotland,800.0,33706.0,94.0,7351.0,262.0,25.0,17344.0,1766197.0,2.0,2532.0,46.3,4.0,2605.0,47.7,,
2020-10-07,Scotland,1054.0,34760.0,88.0,7439.0,319.0,28.0,18796.0,1784993.0,1.0,2533.0,46.3,9.0,2614.0,47.8,,
2020-10-08,Scotland,1027.0,35787.0,96.0,7535.0,377.0,31.0,18890.0,1803883.0,5.0,2538.0,46.4,11.0,2625.0,48.0,,
2020-10-09,Scotland,1246.0,37033.0,82.0,7617.0,397.0,31.0,19664.0,1823547.0,6.0,2544.0,46.5,6.0,2631.0,48.1,,
2020-10-10,Scotland,1009.0,38042.0,75.0,7692.0,432.0,34.0,18022.0,1841569.0,6.0,2550.0,46.7,11.0,2642.0,48.3,,
2020-10-11,Scotland,956.0,38998.0,80.0,7772.0,449.0,35.0,12994.0,1854563.0,0.0,2550.0,46.7,11.0,2653.0,48.5,,
2020-10-12,Scotland,961.0,39959.0,107.0,7879.0,487.0,36.0,19573.0,1874136.0,0.0,2550.0,46.7,8.0,2661.0,48.7,,
2020-10-13,Scotland,1297.0,41256.0,125.0,8004.0,527.0,35.0,22152.0,1896288.0,7.0,2557.0,46.8,12.0,2673.0,48.9,,
2020-10-14,Scotland,1429.0,42685.0,123.0,8127.0,570.0,49.0,18085.0,1914373.0,15.0,2572.0,47.1,6.0,2679.0,49.0,,
2020-10-15,Scotland,1351.0,44036.0,107.0,8234.0,601.0,52.0,21057.0,1935430.0,13.0,2585.0,47.3,16.0,2695.0,49.3,,
2020-10-16,Scotland,1196.0,45232.0,140.0,8374.0,627.0,58.0,15089.0,1950519.0,9.0,2594.0,47.5,20.0,2715.0,49.7,,
2020-10-17,Scotland,1167.0,46399.0,88.0,8462.0,672.0,62.0,15791.0,1966310.0,15.0,2609.0,47.7,10.0,2725.0,49.9,,
2020-10-18,Scotland,316.0,46715.0,89.0,8551.0,712.0,63.0,16920.0,1983230.0,0.0,2609.0,47.7,22.0,2747.0,50.3,,
2020-10-19,Scotland,993.0,47708.0,140.0,8691.0,755.0,61.0,14107.0,1997337.0,1.0,2610.0,47.7,16.0,2763.0,50.5,,
2020-10-20,Scotland,1456.0,49164.0,138.0,8829.0,824.0,70.0,20001.0,2017338.0,15.0,2625.0,48.0,19.0,2782.0,50.9,,
2020-10-21,Scotland,1739.0,50903.0,132.0,8961.0,873.0,73.0,19690.0,2038027.0,28.0,2653.0,48.5,11.0,2793.0,51.1,,
2020-10-22,Scotland,1712.0,52615.0,137.0,9098.0,934.0,74.0,19014.0,2057041.0,17.0,2670.0,48.8,17.0,2810.0,51.4,,
2020-10-23,Scotland,1401.0,54016.0,131.0,9229.0,975.0,76.0,18293.0,2075334.0,18.0,2688.0,49.2,18.0,2828.0,51.7,,
2020-10-24,Scotland,1433.0,55449.0,120.0,9349.0,985.0,84.0,18026.0,2093360.0,11.0,2699.0,49.4,20.0,2848.0,52.1,,
2020-10-25,Scotland,1303.0,56752.0,116.0,9465.0,1016.0,86.0,17681.0,2111041.0,1.0,2700.0,49.4,23.0,2871.0,52.5,,
2020-10-26,Scotland,1122.0,57874.0,140.0,9605.0,1052.0,90.0,17143.0,2128184.0,1.0,2701.0,49.4,31.0,2902.0,53.1,,
2020-10-27,Scotland,1327.0,59201.0,138.0,9743.0,1100.0,82.0,20129.0,2148313.0,25.0,2726.0,49.9,16.0,2918.0,53.4,,
2020-10-28,Scotland,1202.0,60403.0,131.0,9874.0,1117.0,85.0,18097.0,2166410.0,28.0,2754.0,50.4,29.0,2947.0,53.9,,
2020-10-29,Scotland,1128.0,61531.0,103.0,9977.0,1152.0,86.0,25054.0,2191464.0,37.0,2791.0,51.1,29.0,2976.0,54.4,,
2020-10-30,Scotland,1281.0,62812.0,133.0,10110.0,1171.0,83.0,20570.0,2212034.0,28.0,2819.0,51.6,35.0,3011.0,55.1,,
2020-10-31,Scotland,1101.0,63913.0,106.0,10216.0,1154.0,80.0,18565.0,2230599.0,24.0,2843.0,52.0,24.0,3035.0,55.5,,
2020-11-01,Scotland,1148.0,65061.0,105.0,10321.0,1203.0,81.0,11090.0,2241689.0,6.0,2849.0,52.1,35.0,3070.0,56.2,,
2020-11-02,Scotland,951.0,66012.0,115.0,10436.0,1235.0,93.0,11124.0,2252813.0,0.0,2849.0,52.1,30.0,3100.0,56.7,,
2020-11-03,Scotland,999.0,67011.0,119.0,10555.0,1264.0,92.0,20420.0,2273233.0,28.0,2877.0,52.6,35.0,3135.0,57.4,,
2020-11-04,Scotland,1433.0,68444.0,126.0,10681.0,1257.0,94.0,18777.0,2292010.0,50.0,2927.0,53.5,19.0,3154.0,57.7,,
2020-11-05,Scotland,1216.0,69660.0,102.0,10783.0,1252.0,95.0,22784.0,2314794.0,39.0,2966.0,54.3,41.0,3195.0,58.5,,
2020-11-06,Scotland,1072.0,70732.0,99.0,10882.0,1237.0,98.0,29644.0,2344438.0,31.0,2997.0,54.8,27.0,3222.0,58.9,,
2020-11-07,Scotland,1596.0,72328.0,88.0,10970.0,1245.0,105.0,17229.0,2361667.0,39.0,3036.0,55.5,37.0,3259.0,59.6,,
2020-11-08,Scotland,1115.0,73443.0,82.0,11052.0,1245.0,111.0,11479.0,2373146.0,3.0,3039.0,55.6,36.0,3295.0,60.3,,
2020-11-09,Scotland,912.0,74355.0,103.0,11155.0,1227.0,105.0,10499.0,2383645.0,1.0,3040.0,55.6,42.0,3337.0,61.1,,
2020-11-10,Scotland,832.0,75187.0,107.0,11262.0,1239.0,102.0,22096.0,2405741.0,39.0,3079.0,56.3,36.0,3373.0,61.7,,
2020-11-11,Scotland,1261.0,76448.0,116.0,11378.0,1235.0,93.0,22883.0,2428624.0,64.0,3143.0,57.5,37.0,3410.0,62.4,,
2020-11-12,Scotland,1212.0,77660.0,113.0,11491.0,1207.0,98.0,26995.0,2455619.0,45.0,3188.0,58.3,32.0,3442.0,63.0,,
2020-11-13,Scotland,1357.0,79017.0,109.0,11600.0,1228.0,96.0,22166.0,2477785.0,56.0,3244.0,59.3,38.0,3480.0,63.7,,
2020-11-14,Scotland,1118.0,80135.0,101.0,11701.0,1198.0,92.0,18732.0,2496517.0,36.0,3280.0,60.0,41.0,3521.0,64.4,,
2020-11-15,Scotland,1159.0,81294.0,95.0,11796.0,1241.0,100.0,10093.0,2506610.0,0.0,3280.0,60.0,34.0,3555.0,65.0,,
2020-11-16,Scotland,717.0,82011.0,96.0,11892.0,1227.0,98.0,14941.0,2521551.0,6.0,3286.0,60.1,33.0,3588.0,65.6,,
2020-11-17,Scotland,1248.0,83259.0,111.0,12003.0,1250.0,95.0,21755.0,2543306.0,37.0,3323.0,60.8,36.0,3624.0,66.3,,
2020-11-18,Scotland,1264.0,84523.0,98.0,12101.0,1241.0,88.0,27384.0,2570690.0,54.0,3377.0,61.8,24.0,3648.0,66.7,,
2020-11-19,Scotland,1089.0,85612.0,97.0,12198.0,1212.0,85.0,24468.0,2595158.0,50.0,3427.0,62.7,25.0,3673.0,67.2,,
2020-11-20,Scotland,1018.0,86630.0,111.0,12309.0,1234.0,89.0,17245.0,2612403.0,32.0,3459.0,63.3,29.0,3702.0,67.7,,
2020-11-21,Scotland,887.0,87517.0,88.0,12397.0,1194.0,100.0,19664.0,2632067.0,37.0,3496.0,64.0,33.0,3735.0,68.3,,
2020-11-22,Scotland,844.0,88361.0,68.0,12465.0,1170.0,95.0,13013.0,2645080.0,7.0,3503.0,64.1,36.0,3771.0,69.0,,
2020-11-23,Scotland,949.0,89310.0,107.0,12572.0,1208.0,84.0,11316.0,2656396.0,0.0,3503.0,64.1,31.0,3802.0,69.6,,
2020-11-24,Scotland,771.0,90081.0,105.0,12677.0,1197.0,84.0,15605.0,2672001.0,41.0,3544.0,64.8,30.0,3832.0,70.1,,
2020-11-25,Scotland,880.0,90961.0,86.0,12763.0,1156.0,84.0,29944.0,2701945.0,44.0,3588.0,65.6,32.0,3864.0,70.7,,
2020-11-26,Scotland,1225.0,92186.0,105.0,12868.0,1125.0,90.0,26927.0,2728872.0,51.0,3639.0,66.6,23.0,3887.0,71.1,,
2020-11-27,Scotland,969.0,93155.0,92.0,12960.0,1099.0,80.0,21494.0,2750366.0,37.0,3676.0,67.3,24.0,3911.0,71.6,,
2020-11-28,Scotland,788.0,93943.0,63.0,13023.0,1074.0,77.0,15405.0,2765771.0,44.0,3720.0,68.1,41.0,3952.0,72.3,,
2020-11-29,Scotland,746.0,94689.0,69.0,13092.0,1049.0,76.0,7285.0,2772375.0,2.0,3722.0,68.1,28.0,3980.0,72.8,,
2020-11-30,Scotland,369.0,95058.0,90.0,13182.0,1041.0,75.0,13039.0,2784822.0,3.0,3725.0,68.1,32.0,4012.0,73.4,,
2020-12-01,Scotland,754.0,95811.0,85.0,13267.0,1021.0,70.0,24173.0,2808995.0,34.0,3759.0,68.8,27.0,4039.0,73.9,,
2020-12-02,Scotland,951.0,96762.0,103.0,13370.0,991.0,68.0,26233.0,2835228.0,38.0,3797.0,69.5,20.0,4059.0,74.3,,
2020-12-03,Scotland,958.0,97720.0,75.0,13445.0,982.0,69.0,26867.0,2862095.0,51.0,3848.0,70.4,36.0,4095.0,74.9,,
2020-12-04,Scotland,966.0,98686.0,86.0,13531.0,965.0,65.0,20723.0,2882818.0,41.0,3889.0,71.1,29.0,4124.0,75.4,,
2020-12-05,Scotland,777.0,99463.0,78.0,13609.0,945.0,64.0,14790.0,2897608.0,22.0,3911.0,71.6,19.0,4143.0,75.8,,
2020-12-06,Scotland,643.0,100106.0,66.0,13675.0,951.0,62.0,11521.0,2909129.0,5.0,3916.0,71.6,29.0,4172.0,76.3,,
2020-12-07,Scotland,677.0,100783.0,92.0,13767.0,974.0,59.0,15201.0,2924330.0,1.0,3917.0,71.7,29.0,4201.0,76.9,,
2020-12-08,Scotland,692.0,101475.0,106.0,13873.0,983.0,57.0,22269.0,2945043.0,33.0,3950.0,72.3,28.0,4229.0,77.4,,
2020-12-09,Scotland,897.0,102372.0,97.0,13970.0,972.0,50.0,23498.0,2968541.0,39.0,3989.0,73.0,23.0,4252.0,77.8,,
2020-12-10,Scotland,933.0,103305.0,94.0,14064.0,984.0,52.0,24924.0,2993465.0,50.0,4039.0,73.9,23.0,4275.0,78.2,,
2020-12-11,Scotland,1001.0,104306.0,93.0,14157.0,999.0,53.0,23295.0,3016760.0,30.0,4069.0,74.4,20.0,4295.0,78.6,,
2020-12-12,Scotland,1064.0,105370.0,70.0,14227.0,994.0,52.0,17236.0,3033996.0,39.0,4109.0,75.2,23.0,4318.0,79.0,,
2020-12-13,Scotland,800.0,106170.0,70.0,14297.0,1015.0,47.0,10914.0,3044910.0,2.0,4111.0,75.2,26.0,4344.0,79.5,,
2020-12-14,Scotland,734.0,106904.0,94.0,14391.0,1012.0,46.0,13142.0,3058052.0,0.0,4111.0,75.2,31.0,4375.0,80.0,,
2020-12-15,Scotland,845.0,107749.0,84.0,14475.0,996.0,45.0,13825.0,3161877.0,24.0,4135.0,75.6,32.0,4407.0,80.6,,
2020-12-16,Scotland,689.0,108438.0,114.0,14589.0,1031.0,49.0,22452.0,3094329.0,38.0,4173.0,76.3,31.0,4438.0,81.2,,
2020-12-17,Scotland,858.0,109296.0,99.0,14688.0,1012.0,50.0,20702.0,3115031.0,30.0,4203.0,76.9,36.0,4474.0,81.9,,
2020-12-18,Scotland,744.0,110040.0,89.0,14777.0,1032.0,50.0,15917.0,3130948.0,36.0,4239.0,77.6,23.0,4497.0,82.3,,
2020-12-19,Scotland,572.0,110612.0,93.0,14870.0,1033.0,53.0,20923.0,3151871.0,41.0,4280.0,78.3,27.0,4524.0,82.8,,
2020-12-20,Scotland,934.0,111546.0,70.0,14940.0,1061.0,58.0,28051.0,3179922.0,3.0,4283.0,78.4,29.0,4553.0,83.3,,
2020-12-21,Scotland,1504.0,113050.0,109.0,15049.0,1078.0,59.0,19547.0,3199469.0,0.0,4283.0,78.4,25.0,4578.0,83.8,,
2020-12-22,Scotland,1316.0,114366.0,105.0,15154.0,1045.0,60.0,26530.0,3225999.0,43.0,4326.0,79.1,28.0,4606.0,84.3,,
2020-12-23,Scotland,1190.0,115556.0,106.0,15260.0,1025.0,56.0,27872.0,3253871.0,47.0,4373.0,80.0,35.0,4641.0,84.9,,
2020-12-24,Scotland,1314.0,116870.0,96.0,15356.0,1008.0,56.0,30619.0,3284490.0,43.0,4416.0,80.8,36.0,4677.0,85.6,,
2020-12-25,Scotland,1165.0,118035.0,78.0,15434.0,973.0,47.0,15411.0,3299901.0,43.0,4459.0,81.6,35.0,4712.0,86.2,,
2020-12-26,Scotland,1149.0,119184.0,109.0,15543.0,985.0,52.0,6793.0,3306694.0,0.0,4459.0,81.6,34.0,4746.0,86.8,,
2020-12-27,Scotland,740.0,119924.0,142.0,15685.0,993.0,54.0,8819.0,3315513.0,1.0,4460.0,81.6,34.0,4780.0,87.4,,
2020-12-28,Scotland,967.0,120891.0,155.0,15840.0,1040.0,56.0,14179.0,3329692.0,0.0,4460.0,81.6,31.0,4811.0,88.0,,
2020-12-29,Scotland,1895.0,122786.0,156.0,15996.0,1092.0,65.0,19722.0,3349414.0,7.0,4467.0,81.7,26.0,4837.0,88.5,,
2020-12-30,Scotland,2045.0,124831.0,192.0,16188.0,1133.0,69.0,28295.0,3377709.0,43.0,4510.0,82.5,32.0,4869.0,89.1,,
2020-12-31,Scotland,2622.0,127453.0,173.0,16361.0,1174.0,70.0,28313.0,3406022.0,68.0,4578.0,83.8,44.0,4913.0,89.9,,
2021-01-01,Scotland,2539.0,129992.0,135.0,16496.0,1189.0,73.0,21451.0,3427473.0,43.0,4621.0,84.5,35.0,4948.0,90.5,,
2021-01-02,Scotland,2137.0,132129.0,154.0,16650.0,1212.0,78.0,17328.0,3444801.0,0.0,4621.0,84.5,42.0,4990.0,91.3,,
